Bradyrhizobium_diazoefficiens	BA000040v2__159
Bradyrhizobium_diazoefficiens	BA000040v2__189
Bradyrhizobium_diazoefficiens	BA000040v2__218
Bradyrhizobium_diazoefficiens	BA000040v2__276
Bradyrhizobium_diazoefficiens	BA000040v2__287
Bradyrhizobium_diazoefficiens	BA000040v2__300
Bradyrhizobium_diazoefficiens	BA000040v2__327
Bradyrhizobium_diazoefficiens	BA000040v2__442
Bradyrhizobium_diazoefficiens	BA000040v2__443
Bradyrhizobium_diazoefficiens	BA000040v2__444
Bradyrhizobium_diazoefficiens	BA000040v2__445
Bradyrhizobium_diazoefficiens	BA000040v2__447
Bradyrhizobium_diazoefficiens	BA000040v2__453
Bradyrhizobium_diazoefficiens	BA000040v2__479
Bradyrhizobium_diazoefficiens	BA000040v2__485
Bradyrhizobium_diazoefficiens	BA000040v2__497
Bradyrhizobium_diazoefficiens	BA000040v2__502
Bradyrhizobium_diazoefficiens	BA000040v2__517
Bradyrhizobium_diazoefficiens	BA000040v2__619
Bradyrhizobium_diazoefficiens	BA000040v2__622
Bradyrhizobium_diazoefficiens	BA000040v2__630
Bradyrhizobium_diazoefficiens	BA000040v2__632
Bradyrhizobium_diazoefficiens	BA000040v2__637
Bradyrhizobium_diazoefficiens	BA000040v2__683
Bradyrhizobium_diazoefficiens	BA000040v2__707
Bradyrhizobium_diazoefficiens	BA000040v2__708
Bradyrhizobium_diazoefficiens	BA000040v2__712
Bradyrhizobium_diazoefficiens	BA000040v2__747
Bradyrhizobium_diazoefficiens	BA000040v2__749
Bradyrhizobium_diazoefficiens	BA000040v2__753
Bradyrhizobium_diazoefficiens	BA000040v2__763
Bradyrhizobium_diazoefficiens	BA000040v2__767
Bradyrhizobium_diazoefficiens	BA000040v2__785
Bradyrhizobium_diazoefficiens	BA000040v2__804
Bradyrhizobium_diazoefficiens	BA000040v2__824
Bradyrhizobium_diazoefficiens	BA000040v2__831
Bradyrhizobium_diazoefficiens	BA000040v2__832
Bradyrhizobium_diazoefficiens	BA000040v2__833
Bradyrhizobium_diazoefficiens	BA000040v2__878
Bradyrhizobium_diazoefficiens	BA000040v2__887
Bradyrhizobium_diazoefficiens	BA000040v2__906
Bradyrhizobium_diazoefficiens	BA000040v2__1097
Bradyrhizobium_diazoefficiens	BA000040v2__1099
Bradyrhizobium_diazoefficiens	BA000040v2__1111
Bradyrhizobium_diazoefficiens	BA000040v2__1134
Bradyrhizobium_diazoefficiens	BA000040v2__1135
Bradyrhizobium_diazoefficiens	BA000040v2__1136
Bradyrhizobium_diazoefficiens	BA000040v2__1166
Bradyrhizobium_diazoefficiens	BA000040v2__1174
Bradyrhizobium_diazoefficiens	BA000040v2__1186
Bradyrhizobium_diazoefficiens	BA000040v2__1187
Bradyrhizobium_diazoefficiens	BA000040v2__1188
Bradyrhizobium_diazoefficiens	BA000040v2__1190
Bradyrhizobium_diazoefficiens	BA000040v2__1221
Bradyrhizobium_diazoefficiens	BA000040v2__1231
Bradyrhizobium_diazoefficiens	BA000040v2__1243
Bradyrhizobium_diazoefficiens	BA000040v2__1299
Bradyrhizobium_diazoefficiens	BA000040v2__1316
Bradyrhizobium_diazoefficiens	BA000040v2__1318
Bradyrhizobium_diazoefficiens	BA000040v2__1379
Bradyrhizobium_diazoefficiens	BA000040v2__1385
Bradyrhizobium_diazoefficiens	BA000040v2__1389
Bradyrhizobium_diazoefficiens	BA000040v2__1395
Bradyrhizobium_diazoefficiens	BA000040v2__1398
Bradyrhizobium_diazoefficiens	BA000040v2__1400
Bradyrhizobium_diazoefficiens	BA000040v2__1423
Bradyrhizobium_diazoefficiens	BA000040v2__1427
Bradyrhizobium_diazoefficiens	BA000040v2__1466
Bradyrhizobium_diazoefficiens	BA000040v2__1504
Bradyrhizobium_diazoefficiens	BA000040v2__1507
Bradyrhizobium_diazoefficiens	BA000040v2__1511
Bradyrhizobium_diazoefficiens	BA000040v2__1522
Bradyrhizobium_diazoefficiens	BA000040v2__1536
Bradyrhizobium_diazoefficiens	BA000040v2__1541
Bradyrhizobium_diazoefficiens	BA000040v2__1542
Bradyrhizobium_diazoefficiens	BA000040v2__1546
Bradyrhizobium_diazoefficiens	BA000040v2__1552
Bradyrhizobium_diazoefficiens	BA000040v2__1554
Bradyrhizobium_diazoefficiens	BA000040v2__1557
Bradyrhizobium_diazoefficiens	BA000040v2__1558
Bradyrhizobium_diazoefficiens	BA000040v2__1561
Bradyrhizobium_diazoefficiens	BA000040v2__1565
Bradyrhizobium_diazoefficiens	BA000040v2__1566
Bradyrhizobium_diazoefficiens	BA000040v2__1571
Bradyrhizobium_diazoefficiens	BA000040v2__1584
Bradyrhizobium_diazoefficiens	BA000040v2__1591
Bradyrhizobium_diazoefficiens	BA000040v2__1597
Bradyrhizobium_diazoefficiens	BA000040v2__1622
Bradyrhizobium_diazoefficiens	BA000040v2__1626
Bradyrhizobium_diazoefficiens	BA000040v2__1634
Bradyrhizobium_diazoefficiens	BA000040v2__1635
Bradyrhizobium_diazoefficiens	BA000040v2__1638
Bradyrhizobium_diazoefficiens	BA000040v2__1641
Bradyrhizobium_diazoefficiens	BA000040v2__1643
Bradyrhizobium_diazoefficiens	BA000040v2__1644
Bradyrhizobium_diazoefficiens	BA000040v2__1646
Bradyrhizobium_diazoefficiens	BA000040v2__1664
Bradyrhizobium_diazoefficiens	BA000040v2__1667
Bradyrhizobium_diazoefficiens	BA000040v2__1690
Bradyrhizobium_diazoefficiens	BA000040v2__1701
Bradyrhizobium_diazoefficiens	BA000040v2__1720
Bradyrhizobium_diazoefficiens	BA000040v2__1759
